Sex,Marital status,Age,Education,Income,Occupation,Settlement size
male,single,31,high school,143081,skilled employee,mid-sized city
male,single,33,high school,155870,highly qualified employee,big city
male,non-single,31,high school,106924,unemployed,mid-sized city
male,single,42,high school,102133,skilled employee,mid-sized city
male,single,61,universty,145227,unemployed,mid-sized city
male,single,38,high school,159500,highly qualified employee,big city
male,single,33,high school,98498,unemployed,mid-sized city
male,single,48,high school,159714,skilled employee,big city
male,single,31,high school,121852,unemployed,mid-sized city
male,single,52,high school,141271,highly qualified employee,big city
male,non-single,27,high school,123213,skilled employee,big city
male,single,40,high school,143723,highly qualified employee,mid-sized city
male,single,34,high school,112538,unemployed,mid-sized city
male,non-single,26,high school,97932,highly qualified employee,big city
male,single,30,high school,154003,unemployed,mid-sized city
male,single,53,high school,177179,skilled employee,mid-sized city
male,single,45,high school,128052,skilled employee,big city
male,single,32,high school,114617,highly qualified employee,mid-sized city
male,single,35,high school,182822,highly qualified employee,big city
male,non-single,26,high school,177215,skilled employee,big city
male,single,30,high school,110929,skilled employee,mid-sized city
male,single,37,high school,111821,skilled employee,mid-sized city
male,single,32,high school,97306,highly qualified employee,mid-sized city
male,non-single,40,high school,157231,skilled employee,mid-sized city
male,single,44,high school,126906,unemployed,big city
male,single,43,high school,133243,skilled employee,big city
male,single,51,high school,112250,skilled employee,mid-sized city
male,single,37,high school,104349,unemployed,mid-sized city
male,single,33,high school,151421,skilled employee,big city
male,non-single,32,high school,178081,highly qualified employee,mid-sized city
male,single,35,high school,110181,unemployed,big city
male,non-single,30,high school,113012,skilled employee,mid-sized city
male,non-single,35,high school,154585,highly qualified employee,big city
male,single,40,high school,144704,highly qualified employee,mid-sized city
male,single,37,high school,141632,highly qualified employee,big city
male,single,37,high school,105055,skilled employee,big city
male,single,37,high school,124597,skilled employee,big city
male,single,53,high school,160164,highly qualified employee,mid-sized city
male,single,34,high school,151754,highly qualified employee,mid-sized city
male,single,51,high school,155551,skilled employee,mid-sized city
male,non-single,26,high school,94986,skilled employee,big city
male,single,34,high school,175800,unemployed,mid-sized city
male,single,51,high school,126246,highly qualified employee,mid-sized city
male,single,33,high school,116261,skilled employee,big city
male,non-single,32,high school,117796,unemployed,big city
male,single,39,high school,115363,skilled employee,mid-sized city
male,single,53,high school,169076,skilled employee,mid-sized city
male,single,34,high school,97474,highly qualified employee,big city
male,single,37,high school,140341,skilled employee,big city
male,non-single,28,high school,114503,skilled employee,mid-sized city
male,non-single,25,high school,102937,skilled employee,big city
male,single,36,high school,151781,highly qualified employee,big city
male,non-single,36,high school,123133,skilled employee,big city
male,single,35,high school,118879,skilled employee,big city
male,non-single,21,high school,158683,skilled employee,mid-sized city
male,non-single,29,high school,107514,skilled employee,big city
male,single,60,universty,193879,skilled employee,mid-sized city
male,single,45,high school,135043,skilled employee,mid-sized city
male,non-single,56,universty,108559,unemployed,mid-sized city
male,non-single,30,high school,121038,skilled employee,big city
male,single,52,high school,151947,highly qualified employee,big city
male,non-single,26,high school,118820,skilled employee,mid-sized city
male,single,43,high school,121517,skilled employee,mid-sized city
male,single,34,high school,113572,skilled employee,mid-sized city
male,non-single,22,high school,131170,skilled employee,big city
male,single,42,high school,92430,unemployed,mid-sized city
male,single,38,high school,124554,unemployed,mid-sized city
male,non-single,29,high school,115988,skilled employee,big city
male,single,44,high school,107301,skilled employee,big city
male,non-single,29,high school,103767,highly qualified employee,mid-sized city
male,single,44,high school,141493,skilled employee,big city
male,single,38,high school,154339,skilled employee,big city
male,non-single,26,high school,112369,unemployed,mid-sized city
male,single,53,high school,158193,skilled employee,mid-sized city
male,single,43,high school,143734,skilled employee,mid-sized city
male,single,33,high school,121890,skilled employee,mid-sized city
male,single,52,high school,127609,unemployed,mid-sized city
male,non-single,26,high school,94650,unemployed,big city
male,single,38,high school,175504,highly qualified employee,mid-sized city
male,single,47,high school,165495,skilled employee,big city
male,non-single,26,high school,120389,skilled employee,mid-sized city
male,non-single,36,high school,165340,skilled employee,mid-sized city
male,single,36,high school,119804,skilled employee,mid-sized city
male,single,57,universty,154344,highly qualified employee,mid-sized city
male,non-single,31,high school,106266,highly qualified employee,big city
male,single,45,high school,136129,skilled employee,mid-sized city
male,single,40,high school,151914,highly qualified employee,mid-sized city
male,non-single,21,high school,121473,skilled employee,mid-sized city
male,single,46,high school,127147,skilled employee,big city
male,single,35,high school,125387,skilled employee,big city
male,non-single,31,high school,139490,unemployed,big city
male,single,51,high school,124990,skilled employee,big city
male,non-single,21,high school,101471,highly qualified employee,mid-sized city
male,single,48,high school,155708,skilled employee,mid-sized city
male,single,48,high school,142345,skilled employee,big city
male,single,68,universty,148675,unemployed,mid-sized city
male,non-single,45,universty,116484,skilled employee,big city
male,single,35,high school,150237,highly qualified employee,big city
male,non-single,22,high school,100273,skilled employee,big city
male,single,44,high school,122292,unemployed,mid-sized city
male,single,52,high school,159216,skilled employee,mid-sized city
male,single,48,high school,130082,skilled employee,big city
male,single,33,high school,139547,skilled employee,big city
male,non-single,35,high school,122895,skilled employee,mid-sized city
male,non-single,64,universty,154549,skilled employee,mid-sized city
male,single,58,high school,149315,unemployed,big city
male,non-single,24,high school,118101,unemployed,big city
male,single,40,high school,115831,unemployed,big city
male,single,49,high school,118571,highly qualified employee,big city
male,single,31,high school,138906,skilled employee,big city
male,single,46,high school,98520,skilled employee,big city
male,single,46,high school,106576,skilled employee,mid-sized city
male,single,49,high school,121592,skilled employee,mid-sized city
male,single,29,high school,135605,unemployed,mid-sized city
male,single,37,high school,114552,skilled employee,big city
male,single,33,high school,151339,highly qualified employee,mid-sized city
male,single,71,universty,170387,skilled employee,big city
male,single,35,high school,118288,skilled employee,big city
male,single,40,high school,109992,skilled employee,big city
female,single,27,high school,90654,unemployed,small city
female,single,61,universty,113290,unemployed,small city
female,non-single,29,high school,100093,skilled employee,mid-sized city
female,single,33,high school,109489,skilled employee,small city
female,single,56,universty,139427,unemployed,small city
female,non-single,27,high school,123411,skilled employee,mid-sized city
female,non-single,22,high school,137925,skilled employee,small city
female,non-single,19,high school,99119,skilled employee,small city
female,non-single,28,high school,91084,skilled employee,mid-sized city
female,non-single,24,high school,110137,skilled employee,mid-sized city
female,non-single,27,high school,67041,unemployed,small city
female,non-single,30,high school,127299,skilled employee,mid-sized city
female,single,26,high school,84555,unemployed,small city
female,non-single,26,high school,123895,skilled employee,small city
female,non-single,23,high school,94324,skilled employee,mid-sized city
female,non-single,28,high school,96062,skilled employee,small city
female,non-single,67,graduate school,144843,skilled employee,small city
female,non-single,27,high school,107485,skilled employee,mid-sized city
female,non-single,32,high school,98573,skilled employee,small city
female,single,24,high school,107462,unemployed,small city
female,non-single,28,high school,115809,skilled employee,mid-sized city
female,single,48,universty,118749,unemployed,small city
female,non-single,32,high school,139112,skilled employee,mid-sized city
female,non-single,25,high school,94075,skilled employee,small city
female,non-single,57,universty,62002,unemployed,small city
female,non-single,28,high school,127262,skilled employee,small city
female,non-single,24,high school,122846,skilled employee,mid-sized city
female,non-single,25,high school,61907,unemployed,small city
female,single,31,high school,89287,unemployed,small city
female,single,33,high school,103696,skilled employee,mid-sized city
female,non-single,50,universty,147603,skilled employee,small city
female,non-single,58,universty,139229,unemployed,mid-sized city
female,non-single,27,high school,107932,unemployed,small city
female,non-single,48,universty,116235,unemployed,small city
female,non-single,22,high school,85974,unemployed,small city
female,non-single,40,high school,124001,unemployed,small city
female,non-single,32,high school,121428,skilled employee,small city
female,single,25,high school,93233,unemployed,small city
female,non-single,27,high school,67965,unemployed,small city
female,non-single,27,high school,88001,unemployed,small city
female,non-single,23,high school,129112,skilled employee,small city
female,non-single,32,high school,109324,skilled employee,mid-sized city
female,non-single,25,high school,112785,skilled employee,mid-sized city
female,non-single,46,universty,136735,unemployed,small city
female,non-single,21,high school,107779,skilled employee,mid-sized city
female,non-single,29,high school,103526,skilled employee,small city
female,non-single,31,high school,93171,unemployed,small city
female,single,26,high school,106559,unemployed,small city
female,non-single,23,high school,112728,skilled employee,mid-sized city
female,single,38,high school,102855,skilled employee,mid-sized city
female,single,35,high school,85381,unemployed,small city
female,non-single,27,high school,100762,skilled employee,mid-sized city
female,non-single,22,high school,131445,skilled employee,mid-sized city
female,non-single,52,universty,123194,skilled employee,small city
female,non-single,19,high school,99519,skilled employee,mid-sized city
female,non-single,23,high school,112853,skilled employee,small city
female,single,42,high school,110509,skilled employee,small city
female,non-single,27,high school,106446,skilled employee,mid-sized city
female,non-single,39,universty,89665,unemployed,small city
female,non-single,50,universty,128233,skilled employee,mid-sized city
female,non-single,36,high school,133615,skilled employee,small city
female,non-single,25,high school,115833,skilled employee,mid-sized city
female,non-single,27,high school,65560,unemployed,small city
female,non-single,30,high school,118642,skilled employee,small city
female,single,22,high school,63635,unemployed,small city
female,non-single,27,high school,122649,skilled employee,mid-sized city
female,single,31,high school,143321,highly qualified employee,mid-sized city
female,non-single,29,high school,99556,skilled employee,small city
female,single,34,high school,36760,unemployed,small city
female,single,33,high school,71935,unemployed,small city
female,non-single,26,high school,114977,skilled employee,small city
female,non-single,36,high school,147691,skilled employee,mid-sized city
female,non-single,26,high school,54296,unemployed,small city
female,non-single,39,high school,80014,unemployed,small city
female,non-single,44,universty,77887,unemployed,small city
female,non-single,46,universty,98517,unemployed,small city
female,non-single,31,high school,103012,unemployed,small city
female,single,26,high school,121377,skilled employee,small city
female,non-single,22,high school,91359,skilled employee,mid-sized city
female,single,48,universty,104833,unemployed,small city
female,non-single,27,high school,101209,skilled employee,small city
female,single,30,high school,58207,unemployed,small city
female,non-single,27,high school,116708,skilled employee,mid-sized city
female,non-single,36,high school,107471,skilled employee,mid-sized city
female,non-single,31,high school,128495,skilled employee,small city
female,single,21,high school,124468,skilled employee,small city
female,non-single,26,high school,106922,skilled employee,mid-sized city
female,single,24,high school,104291,skilled employee,small city
female,non-single,29,high school,98204,skilled employee,small city
female,non-single,32,high school,127071,skilled employee,small city
female,non-single,45,universty,85115,unemployed,small city
female,non-single,58,universty,104013,unemployed,small city
female,non-single,25,high school,89863,skilled employee,small city
female,non-single,67,graduate school,135300,skilled employee,small city
female,non-single,53,universty,107861,unemployed,small city
female,non-single,24,high school,123994,skilled employee,small city
female,single,20,high school,91270,unemployed,small city
female,non-single,71,graduate school,133245,unemployed,small city
female,non-single,31,high school,118594,skilled employee,mid-sized city
female,non-single,27,high school,40606,unemployed,small city
female,non-single,36,high school,129304,unemployed,small city
female,non-single,25,high school,113118,skilled employee,small city
female,single,41,high school,133131,skilled employee,small city
female,non-single,30,high school,106876,skilled employee,mid-sized city
female,non-single,32,high school,130870,skilled employee,mid-sized city
female,non-single,29,high school,125621,unemployed,small city
female,single,27,high school,78923,unemployed,small city
female,non-single,32,high school,123983,skilled employee,small city
female,non-single,25,high school,75184,unemployed,small city
female,single,24,high school,109693,skilled employee,small city
female,non-single,63,universty,86273,unemployed,small city
female,single,42,universty,113190,unemployed,small city
female,non-single,22,high school,109274,unemployed,small city
female,non-single,46,universty,143489,skilled employee,mid-sized city
female,non-single,24,high school,99570,skilled employee,mid-sized city
female,single,30,high school,139468,skilled employee,mid-sized city
female,non-single,44,universty,108627,unemployed,small city
female,single,25,high school,106355,skilled employee,small city
female,non-single,27,high school,96952,skilled employee,small city
female,non-single,27,high school,141502,skilled employee,mid-sized city
female,non-single,34,high school,110420,skilled employee,mid-sized city
female,non-single,18,high school,97741,skilled employee,mid-sized city
female,non-single,25,high school,99583,skilled employee,mid-sized city
female,non-single,21,high school,63698,unemployed,small city
female,non-single,26,high school,116688,skilled employee,mid-sized city
female,non-single,27,high school,131542,highly qualified employee,mid-sized city
female,single,25,high school,136055,skilled employee,mid-sized city
female,non-single,30,high school,100195,skilled employee,mid-sized city
female,single,66,graduate school,131001,skilled employee,small city
female,non-single,25,high school,104062,skilled employee,mid-sized city
female,non-single,43,universty,137689,skilled employee,small city
female,non-single,35,high school,137705,skilled employee,mid-sized city
female,single,70,graduate school,69915,unemployed,small city
female,single,35,high school,68731,unemployed,small city
female,non-single,26,high school,105726,skilled employee,small city
female,single,29,high school,78078,unemployed,small city
female,non-single,22,high school,110835,unemployed,small city
female,single,26,high school,115531,skilled employee,mid-sized city
female,non-single,36,high school,92723,unemployed,small city
female,non-single,35,high school,107509,skilled employee,mid-sized city
female,non-single,28,high school,116763,skilled employee,mid-sized city
female,non-single,24,high school,100733,skilled employee,small city
female,non-single,34,high school,92652,unemployed,small city
female,non-single,25,high school,106987,skilled employee,small city
female,non-single,54,universty,51882,unemployed,small city
female,single,46,universty,104751,unemployed,small city
female,non-single,42,high school,50947,unemployed,small city
female,single,45,universty,126986,unemployed,small city
female,single,48,universty,110223,unemployed,small city
female,single,21,high school,100591,unemployed,small city
female,non-single,31,high school,123257,skilled employee,small city
female,single,35,high school,137736,skilled employee,mid-sized city
female,non-single,36,high school,110221,skilled employee,mid-sized city
female,non-single,32,high school,99703,unemployed,small city
female,non-single,26,high school,106667,unemployed,small city
female,non-single,34,high school,143319,skilled employee,small city
female,non-single,65,universty,135557,skilled employee,mid-sized city
female,non-single,50,universty,93390,unemployed,small city
female,non-single,39,high school,97577,skilled employee,small city
female,single,52,universty,124196,unemployed,small city
female,non-single,36,high school,81136,unemployed,small city
female,non-single,29,high school,119439,skilled employee,small city
female,non-single,36,high school,145231,skilled employee,mid-sized city
female,non-single,36,high school,85623,unemployed,small city
female,non-single,27,high school,145373,skilled employee,mid-sized city
female,non-single,36,high school,135896,highly qualified employee,mid-sized city
female,non-single,26,high school,106470,skilled employee,mid-sized city
female,single,57,universty,113334,skilled employee,mid-sized city
female,single,27,high school,100560,unemployed,small city
female,non-single,58,universty,108442,unemployed,small city
female,non-single,27,high school,64472,unemployed,small city
female,non-single,49,universty,120207,skilled employee,small city
female,non-single,43,universty,101680,skilled employee,small city
female,single,45,universty,92342,unemployed,small city
female,non-single,27,high school,98611,unemployed,small city
female,non-single,34,high school,97613,skilled employee,mid-sized city
female,non-single,21,high school,82298,unemployed,small city
female,non-single,54,universty,125302,skilled employee,mid-sized city
female,non-single,43,universty,108725,unemployed,small city
female,single,25,high school,85569,unemployed,small city
female,single,57,universty,110372,unemployed,small city
female,non-single,26,high school,100511,skilled employee,mid-sized city
female,single,30,high school,110455,skilled employee,small city
female,single,58,universty,141993,unemployed,small city
female,non-single,25,high school,121789,skilled employee,mid-sized city
female,non-single,23,high school,138967,skilled employee,small city
female,single,22,high school,105230,skilled employee,small city
female,non-single,21,high school,90656,skilled employee,mid-sized city
female,non-single,20,high school,115445,skilled employee,mid-sized city
female,non-single,22,high school,59955,unemployed,small city
female,single,27,high school,126268,skilled employee,mid-sized city
female,single,24,high school,80830,unemployed,small city
female,non-single,23,high school,123625,skilled employee,small city
female,non-single,26,high school,102543,skilled employee,mid-sized city
female,single,28,high school,101948,skilled employee,small city
female,non-single,64,graduate school,142280,skilled employee,small city
female,non-single,26,high school,105434,skilled employee,mid-sized city
female,non-single,31,high school,106115,skilled employee,small city
female,single,28,high school,111057,unemployed,small city
female,non-single,25,high school,117758,skilled employee,mid-sized city
female,single,49,universty,118396,unemployed,small city
female,non-single,33,high school,136260,skilled employee,mid-sized city
female,single,27,high school,97192,skilled employee,small city
female,non-single,59,universty,62101,unemployed,small city
female,non-single,28,high school,123497,skilled employee,small city
female,non-single,24,high school,120326,skilled employee,mid-sized city
female,non-single,26,high school,66645,unemployed,small city
female,single,33,high school,83429,unemployed,small city
female,single,37,high school,107539,skilled employee,mid-sized city
female,non-single,46,universty,153880,skilled employee,small city
female,non-single,62,universty,140178,unemployed,mid-sized city
female,single,26,high school,100402,unemployed,small city
female,non-single,49,universty,122158,unemployed,small city
female,non-single,25,high school,89331,unemployed,small city
female,non-single,37,high school,125359,unemployed,small city
female,single,31,high school,124110,skilled employee,small city
female,single,25,high school,93526,unemployed,small city
female,non-single,21,high school,70170,unemployed,small city
female,non-single,27,high school,82357,unemployed,small city
female,non-single,29,high school,126745,skilled employee,small city
female,non-single,30,high school,103326,skilled employee,mid-sized city
female,non-single,26,high school,116048,skilled employee,mid-sized city
female,non-single,40,universty,137115,unemployed,small city
female,non-single,23,high school,105365,skilled employee,mid-sized city
female,non-single,31,high school,95911,skilled employee,small city
female,non-single,29,high school,88669,unemployed,small city
female,single,22,high school,103776,unemployed,small city
female,non-single,26,high school,108864,skilled employee,mid-sized city
female,single,39,high school,106037,skilled employee,mid-sized city
female,single,35,high school,84851,unemployed,small city
female,non-single,26,high school,95748,skilled employee,mid-sized city
female,non-single,28,high school,133616,skilled employee,mid-sized city
female,non-single,56,universty,132752,skilled employee,small city
female,non-single,22,high school,95712,skilled employee,mid-sized city
female,non-single,26,high school,109063,skilled employee,small city
female,single,41,high school,113521,skilled employee,small city
female,non-single,29,high school,109380,skilled employee,mid-sized city
female,non-single,42,universty,82558,unemployed,small city
female,non-single,50,universty,124777,skilled employee,mid-sized city
female,non-single,33,high school,133542,skilled employee,small city
female,non-single,28,high school,116492,skilled employee,mid-sized city
female,non-single,27,high school,68834,unemployed,small city
female,non-single,27,high school,124023,skilled employee,small city
female,single,28,high school,63882,unemployed,small city
female,non-single,24,high school,122492,skilled employee,mid-sized city
female,single,28,high school,141453,highly qualified employee,mid-sized city
female,non-single,32,high school,99327,skilled employee,small city
female,single,32,high school,45590,unemployed,small city
female,single,30,high school,71167,unemployed,small city
female,non-single,29,high school,111992,skilled employee,small city
female,non-single,37,high school,145140,skilled employee,mid-sized city
female,non-single,24,high school,49672,unemployed,small city
female,non-single,36,high school,75536,unemployed,small city
female,non-single,40,universty,86720,unemployed,small city
female,non-single,51,universty,97729,unemployed,small city
female,non-single,33,high school,106808,unemployed,small city
female,single,31,high school,117971,skilled employee,small city
female,non-single,29,high school,97731,skilled employee,mid-sized city
female,single,48,universty,109196,unemployed,small city
female,non-single,25,high school,94905,skilled employee,small city
female,single,28,high school,57480,unemployed,small city
female,non-single,23,high school,109175,skilled employee,mid-sized city
female,non-single,32,high school,111174,skilled employee,mid-sized city
female,non-single,34,high school,127255,skilled employee,small city
female,single,23,high school,115499,skilled employee,small city
female,non-single,25,high school,109499,skilled employee,mid-sized city
female,single,25,high school,104696,skilled employee,small city
female,non-single,27,high school,104467,skilled employee,small city
female,non-single,29,high school,120157,skilled employee,small city
female,non-single,46,universty,81200,unemployed,small city
female,non-single,61,universty,97558,unemployed,small city
female,non-single,25,high school,95914,skilled employee,small city
female,non-single,67,graduate school,128053,skilled employee,small city
female,non-single,49,universty,101734,unemployed,small city
female,non-single,21,high school,126009,skilled employee,small city
female,single,19,high school,91232,unemployed,small city
female,non-single,67,graduate school,128343,unemployed,small city
female,non-single,31,high school,110040,skilled employee,mid-sized city
female,non-single,27,high school,38247,unemployed,small city
female,non-single,37,high school,129027,unemployed,small city
female,non-single,27,high school,115026,skilled employee,small city
female,single,36,high school,130323,skilled employee,small city
female,non-single,24,high school,103181,skilled employee,mid-sized city
female,non-single,31,high school,138307,skilled employee,mid-sized city
female,non-single,29,high school,122564,unemployed,small city
female,single,28,high school,82351,unemployed,small city
female,non-single,34,high school,125351,skilled employee,small city
female,non-single,26,high school,82940,unemployed,small city
female,single,21,high school,108029,skilled employee,small city
female,non-single,63,universty,82734,unemployed,small city
female,single,38,universty,116816,unemployed,small city
female,non-single,20,high school,113472,unemployed,small city
female,non-single,44,universty,143343,skilled employee,mid-sized city
female,non-single,31,high school,104074,skilled employee,mid-sized city
female,single,33,high school,138525,skilled employee,mid-sized city
female,non-single,49,universty,106960,unemployed,small city
female,single,26,high school,108323,skilled employee,small city
female,non-single,28,high school,95784,skilled employee,small city
female,non-single,30,high school,140673,skilled employee,mid-sized city
female,non-single,36,high school,104235,skilled employee,mid-sized city
female,non-single,27,high school,54041,unemployed,small city
male,single,23,unknown,107961,unemployed,small city
male,single,31,unknown,113757,skilled employee,small city
female,non-single,27,high school,94884,skilled employee,small city
female,non-single,25,high school,126041,skilled employee,small city
female,non-single,23,high school,64952,unemployed,small city
male,non-single,27,high school,66764,unemployed,small city
female,single,38,high school,67861,unemployed,small city
male,single,44,high school,113516,unemployed,small city
female,non-single,42,high school,46109,unemployed,small city
female,non-single,25,high school,103651,unemployed,small city
male,non-single,40,high school,75043,unemployed,small city
female,non-single,24,high school,116473,unemployed,small city
female,single,39,high school,96614,unemployed,small city
male,single,24,unknown,66447,unemployed,small city
female,single,50,high school,119068,skilled employee,small city
female,non-single,28,high school,122973,unemployed,small city
female,non-single,36,high school,81609,unemployed,small city
male,single,36,high school,105519,skilled employee,small city
female,non-single,40,high school,86649,unemployed,small city
female,single,31,unknown,76384,unemployed,small city
male,non-single,27,high school,67136,unemployed,small city
female,non-single,35,high school,93155,unemployed,small city
male,single,51,high school,124183,unemployed,small city
female,single,26,unknown,64860,unemployed,small city
male,single,33,high school,87232,unemployed,small city
female,non-single,27,high school,92304,unemployed,small city
male,single,38,high school,84254,unemployed,small city
female,single,30,unknown,106696,skilled employee,small city
male,single,28,unknown,113212,skilled employee,small city
male,single,23,unknown,71076,unemployed,small city
female,non-single,23,high school,114270,unemployed,small city
female,non-single,26,high school,125538,skilled employee,small city
female,non-single,21,high school,92442,unemployed,small city
female,single,36,high school,75297,unemployed,small city
female,non-single,24,high school,65707,unemployed,small city
male,single,41,high school,120387,skilled employee,small city
male,single,42,high school,120946,skilled employee,small city
male,single,27,unknown,73265,unemployed,small city
male,non-single,40,high school,77481,unemployed,small city
female,non-single,34,high school,91282,unemployed,small city
male,single,40,high school,104405,unemployed,small city
male,single,33,high school,99646,skilled employee,small city
female,single,49,high school,97791,unemployed,small city
male,single,28,unknown,81878,unemployed,small city
female,non-single,26,high school,107908,skilled employee,small city
female,single,40,high school,98608,unemployed,small city
male,single,47,high school,95228,unemployed,small city
female,non-single,41,high school,128163,skilled employee,small city
female,non-single,29,high school,94325,unemployed,small city
female,non-single,37,high school,90815,unemployed,small city
male,single,31,unknown,120719,skilled employee,small city
male,single,35,high school,110159,skilled employee,small city
male,single,35,high school,124490,skilled employee,small city
female,non-single,29,high school,75161,unemployed,small city
female,single,37,high school,127206,skilled employee,small city
male,single,37,high school,83660,unemployed,small city
female,non-single,26,high school,87400,unemployed,small city
female,non-single,28,high school,78942,unemployed,small city
female,non-single,23,high school,88452,unemployed,small city
male,single,38,high school,104128,skilled employee,small city
female,non-single,30,high school,100313,skilled employee,small city
female,single,45,high school,107387,skilled employee,small city
male,single,24,unknown,84355,unemployed,small city
female,single,35,high school,112723,skilled employee,small city
female,non-single,41,high school,115892,skilled employee,small city
male,non-single,30,high school,106597,skilled employee,small city
female,non-single,30,high school,121327,skilled employee,small city
female,non-single,26,high school,92559,unemployed,small city
female,non-single,25,high school,87537,unemployed,small city
female,non-single,23,high school,70569,unemployed,small city
female,non-single,27,high school,85294,unemployed,small city
female,single,26,unknown,70905,unemployed,small city
male,single,25,unknown,103716,unemployed,small city
male,non-single,27,high school,94947,skilled employee,small city
female,single,42,high school,80116,unemployed,small city
male,single,35,high school,86492,unemployed,small city
female,non-single,25,high school,88672,unemployed,small city
female,non-single,26,high school,82984,unemployed,small city
male,single,38,high school,128100,skilled employee,small city
female,single,28,unknown,72869,unemployed,small city
male,non-single,33,high school,112227,skilled employee,small city
female,single,40,high school,94674,unemployed,small city
female,non-single,23,high school,101003,skilled employee,small city
female,single,25,unknown,112924,skilled employee,small city
female,single,28,unknown,108645,unemployed,small city
male,single,41,high school,69415,unemployed,small city
female,single,50,high school,112204,unemployed,small city
female,non-single,23,high school,109700,skilled employee,small city
female,non-single,26,high school,104484,skilled employee,small city
female,non-single,22,high school,61239,unemployed,small city
male,single,37,high school,119602,unemployed,small city
female,single,38,high school,81014,unemployed,small city
female,non-single,22,high school,68165,unemployed,small city
female,single,30,unknown,88652,unemployed,small city
male,single,38,high school,75705,unemployed,small city
female,non-single,36,high school,104189,skilled employee,small city
male,single,41,high school,71603,unemployed,small city
female,non-single,29,high school,121914,skilled employee,small city
female,non-single,31,high school,106637,skilled employee,small city
female,single,31,unknown,99800,skilled employee,small city
female,single,21,unknown,67629,unemployed,small city
male,single,32,unknown,120354,skilled employee,small city
female,non-single,35,high school,122110,skilled employee,small city
male,single,29,unknown,89170,unemployed,small city
female,single,34,high school,109195,skilled employee,small city
female,single,38,high school,92392,unemployed,small city
female,non-single,33,high school,43805,unemployed,small city
female,non-single,28,high school,68389,unemployed,small city
female,non-single,28,high school,112521,skilled employee,small city
male,single,21,unknown,59255,unemployed,small city
female,non-single,29,high school,98612,unemployed,small city
female,non-single,26,high school,70649,unemployed,small city
female,single,40,high school,95228,unemployed,small city
female,single,25,unknown,46865,unemployed,small city
male,non-single,20,high school,101688,skilled employee,small city
female,non-single,23,high school,62618,unemployed,small city
female,single,27,unknown,102531,skilled employee,small city
female,single,36,high school,100737,skilled employee,small city
female,non-single,25,high school,107321,skilled employee,small city
female,non-single,25,high school,112879,unemployed,small city
female,non-single,34,high school,125372,unemployed,small city
female,single,24,unknown,69419,unemployed,small city
female,single,36,high school,124759,skilled employee,small city
female,single,40,high school,79076,unemployed,small city
male,single,39,high school,84779,unemployed,small city
female,single,42,high school,77393,unemployed,small city
male,single,35,high school,113187,unemployed,small city
female,non-single,27,high school,99100,skilled employee,small city
male,single,27,unknown,64954,unemployed,small city
female,non-single,23,high school,103244,skilled employee,small city
female,non-single,32,high school,124975,skilled employee,small city
male,non-single,28,high school,133582,skilled employee,small city
male,single,22,unknown,103519,skilled employee,small city
male,single,31,unknown,117813,skilled employee,small city
female,non-single,22,high school,119902,skilled employee,small city
male,single,23,unknown,70783,unemployed,small city
female,non-single,35,high school,125470,unemployed,small city
female,non-single,26,high school,109782,unemployed,small city
female,non-single,28,high school,78322,unemployed,small city
male,single,54,high school,125517,skilled employee,small city
female,single,49,high school,102463,unemployed,small city
female,single,38,high school,89309,unemployed,small city
female,single,47,high school,110287,skilled employee,small city
female,single,49,high school,122391,unemployed,small city
female,non-single,30,high school,116399,skilled employee,small city
female,single,32,unknown,81907,unemployed,small city
female,non-single,24,high school,97909,unemployed,small city
female,single,25,unknown,68051,unemployed,small city
male,single,33,high school,82414,unemployed,small city
female,non-single,34,high school,123089,skilled employee,small city
female,non-single,24,high school,66537,unemployed,small city
female,single,36,high school,127926,unemployed,small city
female,single,41,high school,78963,unemployed,small city
male,non-single,33,high school,108694,skilled employee,small city
female,non-single,26,high school,100892,skilled employee,small city
female,single,36,high school,119560,skilled employee,small city
female,single,35,high school,116176,unemployed,small city
male,single,29,unknown,111854,skilled employee,small city
female,non-single,26,high school,69831,unemployed,small city
male,single,31,unknown,69375,unemployed,small city
male,non-single,26,high school,71310,unemployed,small city
male,single,47,high school,73913,unemployed,small city
male,non-single,20,high school,95492,skilled employee,small city
male,single,45,high school,109329,unemployed,small city
male,single,36,high school,116027,skilled employee,small city
male,non-single,31,high school,81987,unemployed,small city
female,single,41,high school,83481,unemployed,small city
female,single,31,unknown,72361,unemployed,small city
female,non-single,27,high school,106625,unemployed,small city
female,non-single,32,high school,123707,skilled employee,small city
female,single,43,high school,79353,unemployed,small city
female,single,32,unknown,68347,unemployed,small city
female,non-single,29,high school,115832,skilled employee,small city
male,single,37,high school,89946,unemployed,small city
female,single,35,high school,86319,unemployed,small city
female,non-single,23,high school,70963,unemployed,small city
male,single,40,high school,106120,skilled employee,small city
female,non-single,26,high school,97856,skilled employee,small city
male,single,28,unknown,61824,unemployed,small city
female,non-single,40,high school,103907,skilled employee,small city
female,non-single,26,high school,99953,unemployed,small city
female,non-single,23,high school,113413,skilled employee,small city
male,single,26,unknown,107091,unemployed,small city
male,single,26,unknown,124783,skilled employee,small city
female,single,49,high school,92281,unemployed,small city
female,non-single,26,high school,96219,skilled employee,small city
female,single,35,high school,86221,unemployed,small city
female,non-single,24,high school,80962,unemployed,small city
female,single,46,high school,78754,unemployed,small city
